fold,concept,expert,weight,logit,gradient_l1
0,calcification,0,0.19994868338108063,-0.0058002895675599575,1.6644679416203871
0,calcification,1,0.20014888048171997,-0.004799544811248779,1.6644679416203871
0,calcification,2,0.20437681674957275,0.016104357317090034,1.6644679416203871
0,calcification,3,0.19641749560832977,-0.02361862175166607,1.6644679416203871
0,calcification,4,0.19910813868045807,-0.010013028047978878,1.6644679416203871
0,internalStructure,0,0.20028536021709442,0.0017588514601811767,1.4143523037037085
0,internalStructure,1,0.20024915039539337,0.0015780975809320807,1.4143523037037085
0,internalStructure,2,0.19957375526428223,-0.0018003677250817418,1.4143523037037085
0,internalStructure,3,0.20029154419898987,0.0017897720681503415,1.4143523037037085
0,internalStructure,4,0.1996001899242401,-0.0016679271357133985,1.4143523037037085
0,lobulation,0,0.2014921009540558,0.00038736456190235913,1.1727934019290842
0,lobulation,1,0.20348674058914185,0.01023806445300579,1.1727934019290842
0,lobulation,2,0.19776764512062073,-0.01826983131468296,1.1727934019290842
0,lobulation,3,0.19993579387664795,-0.007366464007645845,1.1727934019290842
0,lobulation,4,0.19731773436069489,-0.020547494292259216,1.1727934019290842
0,margin,0,0.19845840334892273,-0.006644766312092543,0.673660564556485
0,margin,1,0.19751843810081482,-0.011392340995371342,0.673660564556485
0,margin,2,0.20255036652088165,0.013764278963208199,0.673660564556485
0,margin,3,0.20185568928718567,0.01032871101051569,0.673660564556485
0,margin,4,0.1996171623468399,-0.000822940026409924,0.673660564556485
0,sphericity,0,0.19857755303382874,-0.007313585840165615,1.797997406392824
0,sphericity,1,0.19967316091060638,-0.00181149214040488,1.797997406392824
0,sphericity,2,0.2002394050359726,0.001020411611534655,1.797997406392824
0,sphericity,3,0.20173019170761108,0.008437846787273884,1.797997406392824
0,sphericity,4,0.19977961480617523,-0.0012784407008439302,1.797997406392824
0,spiculation,0,0.1936781108379364,-0.029621373862028122,1.778232471930096
0,spiculation,1,0.19976677000522614,0.0013316565891727805,1.778232471930096
0,spiculation,2,0.2002529501914978,0.0037623520474880934,1.778232471930096
0,spiculation,3,0.19978858530521393,0.0014407665003091097,1.778232471930096
0,spiculation,4,0.20651358366012573,0.03454723209142685,1.778232471930096
0,subtlety,0,0.20624220371246338,0.03526713699102402,0.6432611290074419
0,subtlety,1,0.19509869813919067,-0.02027852274477482,0.6432611290074419
0,subtlety,2,0.19836270809173584,-0.00368689838796854,0.6432611290074419
0,subtlety,3,0.20248264074325562,0.016870124265551567,0.6432611290074419
0,subtlety,4,0.19781377911567688,-0.00645794440060854,0.6432611290074419
0,texture,0,0.20069357752799988,0.0030973029788583517,2.137081444321666
0,texture,1,0.1999417096376419,-0.0006560879410244524,2.137081444321666
0,texture,2,0.19913674890995026,-0.004690159577876329,2.137081444321666
0,texture,3,0.2002207189798355,0.0007383047486655414,2.137081444321666
0,texture,4,0.20000730454921722,-0.0003281111712567508,2.137081444321666
1,calcification,0,0.1954910010099411,-0.02215321734547615,1.1850581045728177
1,calcification,1,0.19102466106414795,-0.045265085995197296,1.1850581045728177
1,calcification,2,0.20134255290031433,0.007340085227042437,1.1850581045728177
1,calcification,3,0.2014356106519699,0.007802110631018877,1.1850581045728177
1,calcification,4,0.21070614457130432,0.052796877920627594,1.1850581045728177
1,internalStructure,0,0.20120948553085327,0.0050760963931679726,1.91838141460903
1,internalStructure,1,0.19920629262924194,-0.00492960074916482,1.91838141460903
1,internalStructure,2,0.1992158144712448,-0.004881840664893389,1.91838141460903
1,internalStructure,3,0.19920212030410767,-0.0049504670314490795,1.91838141460903
1,internalStructure,4,0.20116625726222992,0.004861229564994574,1.91838141460903
1,lobulation,0,0.19744010269641876,-0.014738156460225582,1.1908844206482172
1,lobulation,1,0.1989615261554718,-0.0070618996396660805,1.1908844206482172
1,lobulation,2,0.20255835354328156,0.010854610241949558,1.1908844206482172
1,lobulation,3,0.20559321343898773,0.025726139545440674,1.1908844206482172
1,lobulation,4,0.19544672966003418,-0.02488553896546364,1.1908844206482172
1,margin,0,0.20164822041988373,0.009925694204866886,1.7229426716221496
1,margin,1,0.20014075934886932,0.0024218964390456676,1.7229426716221496
1,margin,2,0.19853587448596954,-0.005629211664199829,1.7229426716221496
1,margin,3,0.1987008899450302,-0.004798398353159428,1.7229426716221496
1,margin,4,0.20097418129444122,0.006577438674867153,1.7229426716221496
1,sphericity,0,0.19914981722831726,-0.005651907529681921,1.7763781158719212
1,sphericity,1,0.19866792857646942,-0.008074551820755005,1.7763781158719212
1,sphericity,2,0.2013663649559021,0.005416644271463156,1.7763781158719212
1,sphericity,3,0.19918666779994965,-0.005466969683766365,1.7763781158719212
1,sphericity,4,0.201629176735878,0.006720994599163532,1.7763781158719212
1,spiculation,0,0.19988371431827545,-0.007686933968216181,1.028062735858839
1,spiculation,1,0.20318061113357544,0.008672593161463737,1.028062735858839
1,spiculation,2,0.20496545732021332,0.017418742179870605,1.028062735858839
1,spiculation,3,0.19473522901535034,-0.03378186747431755,1.028062735858839
1,spiculation,4,0.19723503291606903,-0.021026605740189552,1.028062735858839
1,subtlety,0,0.20342759788036346,0.010812376625835896,0.8519541561836377
1,subtlety,1,0.19984868168830872,-0.006937297061085701,0.8519541561836377
1,subtlety,2,0.19589249789714813,-0.02693181484937668,0.8519541561836377
1,subtlety,3,0.20061251521110535,-0.003122476628050208,0.8519541561836377
1,subtlety,4,0.20021872222423553,-0.005087459459900856,0.8519541561836377
1,texture,0,0.20212435722351074,0.012454417534172535,0.8517857278347947
1,texture,1,0.20048686861991882,0.004320012871176004,0.8517857278347947
1,texture,2,0.19877785444259644,-0.004240879788994789,0.8517857278347947
1,texture,3,0.1977776139974594,-0.009285494685173035,0.8517857278347947
1,texture,4,0.20083335041999817,0.006046702619642019,0.8517857278347947
2,calcification,0,0.2001713514328003,0.00454912381246686,0.617807179747615
2,calcification,1,0.19578322768211365,-0.017616640776395798,0.617807179747615
2,calcification,2,0.20558983087539673,0.03125842288136482,0.617807179747615
2,calcification,3,0.1992417722940445,-0.0001055877364706248,0.617807179747615
2,calcification,4,0.19921383261680603,-0.00024591456167399883,0.617807179747615
2,internalStructure,0,0.19863653182983398,-0.005774104502052069,0.5765410852518471
2,internalStructure,1,0.1987735778093338,-0.00508444057777524,0.5765410852518471
2,internalStructure,2,0.2008809894323349,0.005461857188493013,0.5765410852518471
2,internalStructure,3,0.20086193084716797,0.005366924684494734,0.5765410852518471
2,internalStructure,4,0.20084695518016815,0.005292429123073816,0.5765410852518471
2,lobulation,0,0.19585010409355164,-0.031012963503599167,0.6664579515781952
2,lobulation,1,0.2023574411869049,0.0016730634961277246,0.6664579515781952
2,lobulation,2,0.20560753345489502,0.017606573179364204,0.6664579515781952
2,lobulation,3,0.1923549771308899,-0.04902001470327377,0.6664579515781952
2,lobulation,4,0.20383001863956451,0.008923781104385853,0.6664579515781952
2,margin,0,0.2014145702123642,0.0061499616131186485,1.158142908156151
2,margin,1,0.1991289108991623,-0.005263026803731918,1.158142908156151
2,margin,2,0.19775047898292542,-0.012209366075694561,1.158142908156151
2,margin,3,0.2000337392091751,-0.00072941102553159,1.158142908156151
2,margin,4,0.2016722857952118,0.0074286088347435,1.158142908156151
2,sphericity,0,0.19997331500053406,0.0007085631950758398,1.4587885063665451
2,sphericity,1,0.20160511136054993,0.008835457265377045,1.4587885063665451
2,sphericity,2,0.19890989363193512,-0.004623452201485634,1.4587885063665451
2,sphericity,3,0.19851109385490417,-0.0066303955391049385,1.4587885063665451
2,sphericity,4,0.20100055634975433,0.0058322474360466,1.4587885063665451
2,spiculation,0,0.20725494623184204,0.04460667446255684,0.6693438350630458
2,spiculation,1,0.2014034390449524,0.01596713997423649,0.6693438350630458
2,spiculation,2,0.20186355710029602,0.018249040469527245,0.6693438350630458
2,spiculation,3,0.19616612792015076,-0.010381080210208893,0.6693438350630458
2,spiculation,4,0.19331194460391998,-0.02503770776093006,0.6693438350630458
2,subtlety,0,0.19829435646533966,-0.007066126447170973,1.0286716790287755
2,subtlety,1,0.20060831308364868,0.004535551182925701,1.0286716790287755
2,subtlety,2,0.20182135701179504,0.010564212687313557,1.0286716790287755
2,subtlety,3,0.19810627400875092,-0.008015075698494911,1.0286716790287755
2,subtlety,4,0.20116963982582092,0.007329769432544708,1.0286716790287755
2,texture,0,0.20138676464557648,0.005830678157508373,1.121927797968965
2,texture,1,0.19905947148799896,-0.0057929507456719875,1.121927797968965
2,texture,2,0.19905699789524078,-0.005805464927107096,1.121927797968965
2,texture,3,0.1991303563117981,-0.0054369461722671986,1.121927797968965
2,texture,4,0.20136642456054688,0.005729605909436941,1.121927797968965
3,calcification,0,0.19840919971466064,-0.01166504342108965,1.3118730129790492
3,calcification,1,0.20288780331611633,0.0106565086171031,1.3118730129790492
3,calcification,2,0.20021189749240875,-0.002620270475745201,1.3118730129790492
3,calcification,3,0.19626109302043915,-0.022550761699676514,1.3118730129790492
3,calcification,4,0.20223000645637512,0.0074089993722736835,1.3118730129790492
3,internalStructure,0,0.20067910850048065,0.002659248188138008,1.0928493388637437
3,internalStructure,1,0.19962771236896515,-0.002593797165900469,1.0928493388637437
3,internalStructure,2,0.19944842159748077,-0.003492251504212618,1.0928493388637437
3,internalStructure,3,0.1993950605392456,-0.0037598006892949343,1.0928493388637437
3,internalStructure,4,0.20084969699382782,0.0035089037846773863,1.0928493388637437
3,lobulation,0,0.19488021731376648,-0.011373141780495644,1.1977182109840214
3,lobulation,1,0.2135716825723648,0.08021432906389236,1.1977182109840214
3,lobulation,2,0.19465506076812744,-0.012529143132269382,1.1977182109840214
3,lobulation,3,0.1972150206565857,0.0005363872624002397,1.1977182109840214
3,lobulation,4,0.1996779888868332,0.012947811745107174,1.1977182109840214
3,margin,0,0.20012742280960083,0.0028507509268820286,1.0322932964772915
